-0.02122827	-0.014922676	-0.008359652	-0.019604996	-0.021762328	-0.02257441	-0.035897783	-0.042010997	-0.123357684
-0.014568166	-0.020416514	-0.013678203	-0.023252525	-0.017200443	-0.01980891	-0.036853524	-0.047652471	-0.112114126
-0.015655919	-0.024513257	-0.011689333	-0.027279018	-0.019176092	-0.020887165	-0.039676423	-0.03979071	-0.112433906
-0.013194162	-0.029586916	-0.009879238	-0.023631489	-0.019077247	-0.023987478	-0.040540746	-0.039427681	-0.108166663
-0.008604606	-0.034807638	-0.007175268	-0.015590345	-0.023007275	-0.024705875	-0.033973834	-0.022320292	-0.098944352
-0.015121584	-0.02792721	-0.000873455	-0.018373363	-0.020624985	-0.027123381	-0.030098234	-0.029807407	-0.082837737
-0.009549234	-0.030437778	-0.003242222	-0.020457665	-0.019259923	-0.031524718	-0.028193677	-0.028009686	-0.081504318
-0.021915272	-0.030889471	-0.007521645	-0.022198531	-0.026435571	-0.04044339	-0.026282195	-0.038874424	-0.08125845
-0.015913545	-0.028210831	-0.001532687	-0.021523501	-0.027894474	-0.040724158	-0.024013348	-0.039302799	-0.074331911
-0.019253139	-0.020111884	0.004232802	-0.017070674	-0.031912086	-0.037962612	-0.016817586	-0.038395226	-0.067654258
-0.013995664	-0.020805179	0.006109938	-0.021215593	-0.038608524	-0.042386358	-0.018990859	-0.039584509	-0.061874098
-0.026619328	-0.013294483	0.00520489	-0.030973918	-0.040103712	-0.052532237	-0.018882818	-0.042010997	-0.058252447
-0.029157419	-0.012580179	-0.00271707	-0.031577892	-0.043320554	-0.056410265	-0.01628154	-0.037599466	-0.059018711
-0.025808284	-0.014218877	-0.000515905	-0.035071467	-0.046771372	-0.06005366	-0.013052797	-0.041482426	-0.059101672
-0.02410032	-0.003262715	0.003942293	-0.045398238	-0.048496781	-0.06286925	-0.008443077	-0.027118086	-0.050052826
-0.022735858	-0.004271144	-0.004437778	-0.037842642	-0.051209389	-0.064429952	-0.014246781	-0.032733422	-0.055537341
-0.024062154	0.00506733	0.001785821	-0.039820361	-0.04748706	-0.062987884	-0.009552568	-0.02517951	-0.03846988
-0.025359824	0.002567266	-0.004348391	-0.042946814	-0.046846444	-0.058282052	-0.005595245	-0.036243189	-0.040231682
-0.013547205	0.012746098	0.003450662	-0.038801895	-0.048715741	-0.059248264	-0.005012104	-0.036651233	-0.030825347
-0.015455544	0.01310325	-0.005253439	-0.038517672	-0.048680708	-0.053023911	-0.002772346	-0.031349555	-0.034516383
-0.01093278	0.007294278	-0.001767329	-0.051023486	-0.04455424	-0.053837216	-0.009613514	-0.03399386	-0.031167752
-0.004291759	0.008565319	0.004824994	-0.038186078	-0.051301978	-0.046216932	-0.00329177	-0.029657839	-0.022428126
-0.008814523	0.007777483	-0.002929366	-0.044178447	-0.049302555	-0.040782157	-0.000914883	-0.030251754	-0.018014569
-0.005942473	0.012578026	-0.008717201	-0.043053398	-0.049662902	-0.039980716	-0.00758291	-0.029342729	-0.00969126
-0.006724892	0.012746098	-0.007007667	-0.05117744	-0.053814393	-0.027847051	-0.007871017	-0.029184449	-0.026899001
-0.007430977	0.006916117	-0.014382129	-0.050028705	-0.057203902	-0.030967136	-0.010020743	-0.027000465	-0.010567636
-0.003490257	0.007336296	-0.01324244	-0.053119631	-0.06142546	-0.025134277	-0.012338069	-0.020541449	-0.019189607
-0.007745853	0.009332145	-0.00812501	-0.049341833	-0.05834625	-0.028296543	-0.01292675	-0.029108938	-0.010501266
-0.005799347	0.002451717	-0.012538514	-0.049235249	-0.063210927	-0.030325192	-0.019031028	-0.016102328	-0.016810872
-0.00710656	0.007851015	-0.014639118	-0.048915498	-0.062227481	-0.026712115	-0.026444255	-0.0149174	-0.01122982
0.002139344	0.011170427	-0.013387694	-0.051591932	-0.0588142	-0.034035813	-0.022973114	-0.012891697	-0.010564619
-0.000160205	0.012252388	-0.013912845	-0.047766764	-0.059601206	-0.031593262	-0.019964607	-0.009540212	-0.015288904
0.000173754	0.006706027	-0.012929584	-0.04833521	-0.058627771	-0.033152646	-0.024705914	-0.013140009	-0.015050578
-0.001496043	0.004342522	-0.01291841	-0.050549781	-0.058779166	-0.041748369	-0.032493128	-0.021158599	-0.011413844
